# JMP-table dispatch audit
# total sites: 456
#
# Summary:
#   static_target            245  (JMP with statically resolved target — safe)
#   in_function_switch       144  (JMP(PC,Dn.W) compiled to in-function switch+goto — safe, this is the Duff's-device fix)
#   dynamic_register           8  (JMP (An)/(d,An)/(An,Xn) — runtime address from register, safe via call_by_address)
#   fallback_hybrid                — JMP(PC,Dn.W) routed through hybrid_jmp_interpret; subdivided:
#     function_entry           5    (base IS a registered function — call_by_address resolves it directly)
#     bra_w_trampoline         0    (base opcode = 0x6000; runtime miss feedback works)
#     offset_table            49    (base is a dc.w (target-base) table; 1+ entries decode to functions — runtime resolves it)
#     INTERIOR_UNRESOLVED      5    (DANGER: base is interior to a function, NOT one of the safe patterns above — silent failure class like pre-fix CPZ)
#     external_unresolved      0    (base outside any known function — investigate)
#   unsupported                0  (decoder hit a JMP mode the emitter doesn't handle)
#
# When `interior_unresolved` is non-zero, inspect each site — these are
# Sonic-2-CPZ-style silent-failure candidates. Either the recompiler's
# Duff's-device probe (probe_pc_idx_targets) didn't match, or the table
# really is a new pattern that needs new codegen support.
#
# Format: <jmp_addr>  in func <func>  base <base>  kind=<kind>[ targets=N]

$0124E4  in func $0124D8  base $0124E8  kind=fallback_hybrid/offset_table
$012588  in func $01257C  base $01258C  kind=fallback_hybrid/offset_table
$0125FA  in func $0125EE  base $0125FE  kind=fallback_hybrid/offset_table
$012670  in func $012664  base $012674  kind=fallback_hybrid/offset_table
$0126DA  in func $0126CE  base $0126DE  kind=in_function_switch targets=32
$0127A6  in func $01279C  base $0127AA  kind=fallback_hybrid/offset_table
$012CF4  in func $012C92  base $011666  kind=static_target
$0134F0  in func $0134E6  base $0134F4  kind=fallback_hybrid/offset_table
$01369C  in func $01366C  base $0251FE  kind=static_target
$014042  in func $014038  base $014046  kind=fallback_hybrid/offset_table
$014456  in func $01444C  base $01445A  kind=fallback_hybrid/offset_table
$014698  in func $01468E  base $01469C  kind=fallback_hybrid/offset_table
$014B66  in func $014B58  base $015EEC  kind=static_target
$014C66  in func $014C58  base $015EEC  kind=static_target
$014CD4  in func $014CC6  base $015EEC  kind=static_target
$014FCA  in func $014FBC  base $015EEC  kind=static_target
$0150AA  in func $01505C  base $011666  kind=static_target
$0150BC  in func $0150B2  base $011666  kind=static_target
$0154AE  in func $0154A4  base $0154B2  kind=in_function_switch targets=5
$01568C  in func $0154A4  base $000000  kind=dynamic_register
$015810  in func $015806  base $015814  kind=in_function_switch targets=5
$0159D0  in func $015806  base $01505C  kind=static_target
$015A20  in func $015A16  base $015A24  kind=in_function_switch targets=9
$015B62  in func $015B58  base $015B66  kind=in_function_switch targets=5
$015EFA  in func $015EEC  base $015EFE  kind=fallback_hybrid/offset_table
$015FAE  in func $015F9C  base $000000  kind=dynamic_register
$01626C  in func $016256  base $016270  kind=in_function_switch targets=9
$01648A  in func $01647A  base $01648E  kind=in_function_switch targets=4
$0165A6  in func $0165A6  base $011666  kind=static_target
$016622  in func $016610  base $005EF0  kind=static_target
$016632  in func $016610  base $005EF0  kind=static_target
$016642  in func $016610  base $005EF0  kind=static_target
$0166BA  in func $0166AE  base $0169D6  kind=static_target
$0166C4  in func $0166AE  base $0169D6  kind=static_target
$016AB6  in func $016A98  base $016ABA  kind=in_function_switch targets=1
$016B6E  in func $016B64  base $016B72  kind=in_function_switch targets=1
$017CB2  in func $017C36  base $011666  kind=static_target
$017DDA  in func $017D26  base $011666  kind=static_target
$017EEC  in func $017E4E  base $011666  kind=static_target
$018C72  in func $018C4C  base $018C76  kind=in_function_switch targets=5
$018E28  in func $018DCC  base $011666  kind=static_target
$01908A  in func $019068  base $01908E  kind=in_function_switch targets=5
$01917E  in func $019068  base $011666  kind=static_target
$019262  in func $01923C  base $011666  kind=static_target
$0192AA  in func $019270  base $011666  kind=static_target
$019364  in func $019356  base $019368  kind=in_function_switch targets=5
$0194A6  in func $019484  base $0194AA  kind=in_function_switch targets=13
$019888  in func $01980C  base $011666  kind=static_target
$0198C0  in func $0198A0  base $0198C4  kind=in_function_switch targets=8
$019B54  in func $0198A0  base $019B58  kind=in_function_switch targets=5
$019EB6  in func $019E1E  base $011666  kind=static_target
$01A100  in func $01A058  base $011666  kind=static_target
$01A270  in func $01A262  base $01A274  kind=in_function_switch targets=4
$01A76A  in func $01A718  base $011666  kind=static_target
$01B5AC  in func $01B578  base $01B5B0  kind=in_function_switch targets=9
$01B83A  in func $01B810  base $01B83E  kind=in_function_switch targets=8
$01BAFA  in func $01BAD4  base $01BAFE  kind=in_function_switch targets=6
$01BDAC  in func $01BDA6  base $011666  kind=static_target
$01C000  in func $01BFE4  base $011666  kind=static_target
$01CAEA  in func $01CA90  base $011666  kind=static_target
$01D020  in func $01CF84  base $011666  kind=static_target
$01D106  in func $01D06A  base $011666  kind=static_target
$01D1DC  in func $01D1CE  base $011666  kind=static_target
$01D362  in func $01D200  base $011666  kind=static_target
$01D8E2  in func $01D8D0  base $011666  kind=static_target
$01D92C  in func $01D920  base $011666  kind=static_target
$01DA2E  in func $01D9F2  base $011666  kind=static_target
$01DA98  in func $01DA56  base $011666  kind=static_target
$01FB38  in func $01FB2E  base $01FB3C  kind=in_function_switch targets=7
$01FCF0  in func $01FCE0  base $011666  kind=static_target
$0201A0  in func $020146  base $011666  kind=static_target
$0201CC  in func $0201BE  base $011666  kind=static_target
$02046E  in func $020464  base $020472  kind=in_function_switch targets=7
$020782  in func $020774  base $020786  kind=in_function_switch targets=9
$020A96  in func $020A56  base $020A9A  kind=in_function_switch targets=14
$020DCE  in func $020A56  base $012556  kind=static_target
$020E7E  in func $020E0E  base $011666  kind=static_target
$020FF8  in func $020FEE  base $020FFC  kind=in_function_switch targets=5
$021B36  in func $021AB0  base $021B3A  kind=in_function_switch targets=6
$02234E  in func $02234E  base $011666  kind=static_target
$022582  in func $022570  base $0227F0  kind=static_target
$022AA0  in func $022A58  base $011666  kind=static_target
$022D22  in func $022CC2  base $022CAE  kind=static_target
$022DEE  in func $022DB8  base $011666  kind=static_target
$022E58  in func $022E58  base $011666  kind=static_target
$022E68  in func $022E5E  base $022E6C  kind=fallback_hybrid/offset_table
$022F68  in func $022F04  base $011CF2  kind=static_target
$022FF4  in func $022FEA  base $011666  kind=static_target
$0230A2  in func $023098  base $011666  kind=static_target
$0239AE  in func $023998  base $022DB8  kind=static_target
$0239B4  in func $023998  base $011666  kind=static_target
$023BB0  in func $023B9E  base $011666  kind=static_target
$023BCA  in func $023BB8  base $011666  kind=static_target
$023BDC  in func $023BD2  base $023BE0  kind=in_function_switch targets=11
$023C32  in func $023BD2  base $00496E  kind=static_target
$023DC2  in func $023BD2  base $011666  kind=static_target
$023EBC  in func $023BD2  base $023EC0  kind=in_function_switch targets=13
$0240CE  in func $023BD2  base $022994  kind=static_target
$024284  in func $024260  base $005EF0  kind=static_target
$0245B0  in func $0245A6  base $0245B4  kind=in_function_switch targets=5
$024732  in func $024714  base $024736  kind=in_function_switch targets=1
$0248BA  in func $02489E  base $0248BE  kind=in_function_switch targets=2
$024900  in func $0248F6  base $024904  kind=in_function_switch targets=3
$024A26  in func $024A20  base $011666  kind=static_target
$024A34  in func $024A20  base $0230B2  kind=static_target
$024A9C  in func $024A94  base $011666  kind=static_target
$024AAC  in func $024AA2  base $024AB0  kind=in_function_switch targets=14
$024AF2  in func $024AA2  base $011666  kind=static_target
$024B0E  in func $024AA2  base $0255F6  kind=static_target
$024B14  in func $024AA2  base $02585E  kind=static_target
$024B2E  in func $024AA2  base $0230B2  kind=static_target
$024B34  in func $024AA2  base $011666  kind=static_target
$024B42  in func $024AA2  base $011666  kind=static_target
$024B74  in func $024AA2  base $024A3A  kind=static_target
$024B7A  in func $024AA2  base $011666  kind=static_target
$024BD0  in func $024AA2  base $0230B2  kind=static_target
$024BD6  in func $024AA2  base $011666  kind=static_target
$024BEA  in func $024AA2  base $011666  kind=static_target
$024C4A  in func $024AA2  base $011666  kind=static_target
$02516C  in func $02515A  base $024D1C  kind=static_target
$025208  in func $0251FE  base $02515A  kind=static_target
$02524A  in func $02520E  base $02524E  kind=fallback_hybrid/offset_table
$02542A  in func $025420  base $02542E  kind=in_function_switch targets=7
$025606  in func $0255F6  base $02560A  kind=in_function_switch targets=9
$0257EA  in func $0255F6  base $011666  kind=static_target
$0257F6  in func $0255F6  base $02589A  kind=static_target
$025802  in func $0255F6  base $0258B6  kind=static_target
$02586E  in func $02585E  base $025872  kind=in_function_switch targets=1
$02599C  in func $025992  base $0259A0  kind=fallback_hybrid/INTERIOR_UNRESOLVED
$0259C8  in func $0259AA  base $0259CC  kind=in_function_switch targets=5
$025C5A  in func $0259AA  base $0230B2  kind=static_target
$025C60  in func $0259AA  base $011666  kind=static_target
$025CC4  in func $025CAE  base $025CC8  kind=in_function_switch targets=2
$025DD2  in func $025DB4  base $025DD6  kind=in_function_switch targets=5
$025DF2  in func $025DB4  base $025DF6  kind=in_function_switch targets=2
$025EBC  in func $025DB4  base $025EC0  kind=in_function_switch targets=2
$025ED6  in func $025DB4  base $025EDA  kind=in_function_switch targets=2
$025EE8  in func $025DB4  base $025EEC  kind=in_function_switch targets=5
$025F00  in func $025DB4  base $025F04  kind=in_function_switch targets=5
$025F6A  in func $025DB4  base $026400  kind=static_target
$025FE0  in func $025DB4  base $026068  kind=static_target
$02600A  in func $025DB4  base $026400  kind=static_target
$026018  in func $025DB4  base $026068  kind=static_target
$026046  in func $025DB4  base $026400  kind=static_target
$026132  in func $026128  base $026136  kind=fallback_hybrid/offset_table
$026146  in func $02613C  base $02614A  kind=fallback_hybrid/offset_table
$02615A  in func $026150  base $02615E  kind=in_function_switch targets=3
$027180  in func $027170  base $011666  kind=static_target
$02718E  in func $027186  base $011666  kind=static_target
$0271B4  in func $027194  base $0271B8  kind=in_function_switch targets=3
$02723A  in func $027194  base $02723E  kind=in_function_switch targets=5
$027386  in func $027194  base $02738A  kind=in_function_switch targets=3
$0273D6  in func $027194  base $011666  kind=static_target
$0274AE  in func $0274A4  base $0274B2  kind=fallback_hybrid/offset_table
$0274C2  in func $0274B8  base $0274C6  kind=fallback_hybrid/offset_table
$0274D6  in func $0274CC  base $0274DA  kind=fallback_hybrid/offset_table
$0274EA  in func $0274E0  base $0274EE  kind=in_function_switch targets=3
$027572  in func $0274E0  base $027576  kind=in_function_switch targets=8
$0276B8  in func $0274E0  base $011666  kind=static_target
$027708  in func $0276BE  base $0277AA  kind=static_target
$0277C4  in func $0277BA  base $0277C8  kind=in_function_switch targets=4
$027912  in func $0278F8  base $027916  kind=in_function_switch targets=3
$027986  in func $0278F8  base $02798A  kind=in_function_switch targets=5
$027A38  in func $0278F8  base $027AD0  kind=static_target
$027A3E  in func $0278F8  base $027AD0  kind=static_target
$027A64  in func $0278F8  base $027AD0  kind=static_target
$027A82  in func $0278F8  base $027AD0  kind=static_target
$027AA2  in func $0278F8  base $027AD0  kind=static_target
$027AB4  in func $0278F8  base $0279A0  kind=static_target
$027ACA  in func $0278F8  base $011666  kind=static_target
$027B60  in func $027B56  base $027B64  kind=in_function_switch targets=3
$027BAA  in func $027B56  base $027BAE  kind=in_function_switch targets=5
$027D36  in func $027D2C  base $027D3A  kind=in_function_switch targets=3
$027E56  in func $027E28  base $027E5A  kind=in_function_switch targets=32
$027F16  in func $027E28  base $00496E  kind=static_target
$027F2A  in func $027E28  base $00496E  kind=static_target
$0284D8  in func $027E28  base $028550  kind=static_target
$028544  in func $027E28  base $028550  kind=static_target
$028832  in func $0287B8  base $005F1A  kind=static_target
$028846  in func $028840  base $01505C  kind=static_target
$028886  in func $02886C  base $02888A  kind=in_function_switch targets=19
$028968  in func $02886C  base $004452  kind=static_target
$028992  in func $02886C  base $011CF2  kind=static_target
$028B96  in func $02886C  base $0252C4  kind=static_target
$028BAC  in func $02886C  base $011666  kind=static_target
$028BC0  in func $028BB2  base $011666  kind=static_target
$028C4E  in func $028C0E  base $028C52  kind=fallback_hybrid/INTERIOR_UNRESOLVED
$029452  in func $0293FE  base $011666  kind=static_target
$029562  in func $029558  base $029566  kind=in_function_switch targets=5
$0299B6  in func $0299AC  base $0299BA  kind=in_function_switch targets=1
$029B1E  in func $029B06  base $029B22  kind=in_function_switch targets=6
$029C96  in func $029B06  base $029C9A  kind=in_function_switch targets=9
$029E60  in func $029E56  base $029E64  kind=in_function_switch targets=3
$029EAE  in func $029E56  base $011666  kind=static_target
$02A092  in func $02A084  base $02A096  kind=fallback_hybrid/offset_table
$02A75E  in func $02A754  base $02A762  kind=in_function_switch targets=17
$02A8A8  in func $02A754  base $005EF0  kind=static_target
$02AD60  in func $02A754  base $02BD34  kind=static_target
$02AF56  in func $02A754  base $02AF5A  kind=in_function_switch targets=4
$02BD28  in func $02BD1E  base $02BD2C  kind=fallback_hybrid/offset_table
$02C2C8  in func $02C2BE  base $02C2CC  kind=fallback_hybrid/INTERIOR_UNRESOLVED
$02C2DA  in func $02C2D0  base $02C2DE  kind=in_function_switch targets=2
$02D38E  in func $02D374  base $011666  kind=static_target
$02D3F8  in func $02D3E0  base $02D3FC  kind=in_function_switch targets=9
$02D53C  in func $02D3E0  base $00496E  kind=static_target
$02D77E  in func $02D3E0  base $023460  kind=static_target
$02D7F6  in func $02D7EC  base $02D7FA  kind=fallback_hybrid/INTERIOR_UNRESOLVED
$02D812  in func $02D808  base $02D816  kind=in_function_switch targets=7
$02DAA2  in func $02D808  base $011666  kind=static_target
$02DAE4  in func $02DAC8  base $011666  kind=static_target
$02DCB0  in func $02DCA2  base $02DCB4  kind=in_function_switch targets=16
$02E594  in func $02E574  base $011666  kind=static_target
$02E5DC  in func $02E59A  base $011666  kind=static_target
$02E8F8  in func $02E8E8  base $02E8FC  kind=fallback_hybrid/offset_table
$02ECDC  in func $02ECC0  base $005EF0  kind=static_target
$02ECF2  in func $02ECE4  base $02ECF6  kind=in_function_switch targets=20
$02F0C2  in func $02F0B4  base $02F0C6  kind=in_function_switch targets=3
$02F386  in func $02F37C  base $02F38A  kind=fallback_hybrid/offset_table
$02F510  in func $02F4CE  base $0045E6  kind=static_target
$02F568  in func $02F55E  base $0045E6  kind=static_target
$02F588  in func $02F56E  base $0045E6  kind=static_target
$02F598  in func $02F58E  base $0045E6  kind=static_target
$02F754  in func $02F74A  base $00496E  kind=static_target
$02F8A8  in func $02F89E  base $02F8AC  kind=fallback_hybrid/offset_table
$02F9C2  in func $02F94C  base $036932  kind=static_target
$02FA18  in func $02F94C  base $0361A6  kind=static_target
$02FA8A  in func $02F94C  base $036932  kind=static_target
$02FAE2  in func $02FAD0  base $02FAE6  kind=fallback_hybrid/offset_table
$02FE2A  in func $02FE20  base $02FE2E  kind=in_function_switch targets=5
$0300FC  in func $0300F2  base $030100  kind=in_function_switch targets=9
$0301AA  in func $0300F2  base $0301AE  kind=in_function_switch targets=4
$0302E2  in func $0300F2  base $0302E6  kind=in_function_switch targets=8
$0305EA  in func $0300F2  base $036932  kind=static_target
$030676  in func $030640  base $003AE4  kind=static_target
$0307D2  in func $0307C8  base $0307D6  kind=in_function_switch targets=7
$0309D0  in func $0307C8  base $036932  kind=static_target
$0309E2  in func $0309D6  base $031A06  kind=static_target
$0309F2  in func $0309E8  base $0309F6  kind=fallback_hybrid/offset_table
$030ADE  in func $030AD4  base $030AE2  kind=fallback_hybrid/offset_table
$030B8E  in func $030B84  base $030B92  kind=fallback_hybrid/offset_table
$030E0C  in func $030E02  base $030E10  kind=fallback_hybrid/offset_table
$030F20  in func $030F0A  base $030F24  kind=fallback_hybrid/offset_table
$030F9E  in func $030F90  base $030FA2  kind=fallback_hybrid/offset_table
$030FEA  in func $030FE0  base $030FEE  kind=fallback_hybrid/offset_table
$0311CA  in func $0311C0  base $0311CE  kind=fallback_hybrid/offset_table
$0312BA  in func $0312B0  base $0312BE  kind=fallback_hybrid/offset_table
$03137E  in func $031374  base $031382  kind=fallback_hybrid/function_entry
$031732  in func $031728  base $036932  kind=static_target
$0317C2  in func $0317B6  base $031A06  kind=static_target
$031812  in func $0317B6  base $031816  kind=in_function_switch targets=2
$03190C  in func $03187C  base $036932  kind=static_target
$031A8E  in func $031A7C  base $031A92  kind=in_function_switch targets=4
$031ADA  in func $031A7C  base $031ADE  kind=in_function_switch targets=3
$031B0C  in func $031A7C  base $000BAC  kind=static_target
$031B32  in func $031A7C  base $000BAC  kind=static_target
$031C8C  in func $031C76  base $031C90  kind=fallback_hybrid/offset_table
$031DE6  in func $031DDC  base $031DEA  kind=fallback_hybrid/function_entry
$031F34  in func $031F2A  base $031F38  kind=fallback_hybrid/function_entry
$032044  in func $03203A  base $032048  kind=fallback_hybrid/function_entry
$0321AE  in func $0321A4  base $0321B2  kind=fallback_hybrid/offset_table
$0323FE  in func $032376  base $036932  kind=static_target
$03242A  in func $032376  base $0230B2  kind=static_target
$032442  in func $032432  base $005EF0  kind=static_target
$032460  in func $03244E  base $005EF0  kind=static_target
$032474  in func $032468  base $005EF0  kind=static_target
$0324F8  in func $03247C  base $0324FC  kind=in_function_switch targets=4
$03271C  in func $0326FE  base $032720  kind=fallback_hybrid/offset_table
$03303C  in func $032FF2  base $033040  kind=in_function_switch targets=5
$0338C4  in func $0338A0  base $0338C8  kind=in_function_switch targets=8
$03399E  in func $0338A0  base $005EF0  kind=static_target
$033AFC  in func $0338A0  base $005EF0  kind=static_target
$033B72  in func $0338A0  base $033B76  kind=in_function_switch targets=4
$033CBE  in func $0338A0  base $033CC2  kind=in_function_switch targets=7
$033E92  in func $0338A0  base $033E96  kind=in_function_switch targets=4
$034230  in func $0341A4  base $005EF0  kind=static_target
$0345C0  in func $0345AE  base $0345C4  kind=in_function_switch targets=4
$0348EA  in func $0345AE  base $0348EE  kind=in_function_switch targets=6
$0349D8  in func $0349C6  base $0349DC  kind=in_function_switch targets=5
$034A1E  in func $0349C6  base $005EF0  kind=static_target
$034CA4  in func $034C9A  base $034CA8  kind=in_function_switch targets=10
$03508E  in func $034F4A  base $036932  kind=static_target
$0350A2  in func $035096  base $036932  kind=static_target
$0351A4  in func $035192  base $0351A8  kind=in_function_switch targets=4
$0356EE  in func $0356B6  base $0356F2  kind=in_function_switch targets=4
$035920  in func $03590E  base $035924  kind=in_function_switch targets=4
$03595A  in func $03590E  base $03595E  kind=in_function_switch targets=3
$035A28  in func $03590E  base $03699A  kind=static_target
$035A60  in func $03590E  base $035A64  kind=in_function_switch targets=3
$035B60  in func $03590E  base $036932  kind=static_target
$035B7A  in func $035B68  base $035B7E  kind=in_function_switch targets=6
$035E40  in func $035E36  base $035E44  kind=in_function_switch targets=5
$03618C  in func $036096  base $036932  kind=static_target
$03619A  in func $036096  base $036934  kind=static_target
$03692A  in func $036924  base $036932  kind=static_target
$036B98  in func $036B8E  base $036B9C  kind=in_function_switch targets=3
$036DA0  in func $036D8C  base $036932  kind=static_target
$036DB8  in func $036DAE  base $036DBC  kind=fallback_hybrid/offset_table
$037138  in func $03712E  base $03713C  kind=fallback_hybrid/INTERIOR_UNRESOLVED
$0377F2  in func $0377E8  base $0377F6  kind=in_function_switch targets=5
$03791C  in func $037912  base $037920  kind=in_function_switch targets=14
$037A1A  in func $037912  base $005EF0  kind=static_target
$03817C  in func $03816A  base $038180  kind=in_function_switch targets=8
$0382BA  in func $03816A  base $0382BE  kind=in_function_switch targets=3
$0383AC  in func $03816A  base $036362  kind=static_target
$0387F2  in func $0387E0  base $0387F6  kind=in_function_switch targets=5
$0388C8  in func $0387E0  base $0388CC  kind=in_function_switch targets=6
$038AEE  in func $0387E0  base $038AF2  kind=in_function_switch targets=7
$038EA0  in func $0387E0  base $038EA4  kind=in_function_switch targets=3
$038FCA  in func $0387E0  base $036932  kind=static_target
$03909E  in func $039094  base $0390A2  kind=in_function_switch targets=6
$0391E8  in func $039094  base $036932  kind=static_target
$039290  in func $0391F0  base $036932  kind=static_target
$039398  in func $039386  base $03939C  kind=in_function_switch targets=32
$0396C6  in func $039386  base $0396CA  kind=in_function_switch targets=4
$039766  in func $039386  base $03976A  kind=in_function_switch targets=5
$0398A8  in func $039386  base $0398AC  kind=in_function_switch targets=4
$039A12  in func $039386  base $039A16  kind=in_function_switch targets=4
$039B3E  in func $039386  base $039B42  kind=in_function_switch targets=8
$03A2D6  in func $03A2C2  base $036932  kind=static_target
$03A33C  in func $03A31C  base $03A340  kind=in_function_switch targets=4
$03A3D0  in func $03A31C  base $00EB84  kind=static_target
$03A3F4  in func $03A3EA  base $03A3F8  kind=in_function_switch targets=4
$03A5BE  in func $03A5B4  base $03A5C2  kind=in_function_switch targets=4
$03A6B8  in func $03A5B4  base $03A6BC  kind=in_function_switch targets=11
$03A9E2  in func $03A5B4  base $03A9E6  kind=in_function_switch targets=7
$03ABAE  in func $03A5B4  base $03ABB2  kind=in_function_switch targets=6
$03AC04  in func $03A5B4  base $005EF0  kind=static_target
$03B260  in func $03B194  base $036932  kind=static_target
$03B27A  in func $03B266  base $03B27E  kind=in_function_switch targets=3
$03B2FC  in func $03B266  base $036932  kind=static_target
$03B3D8  in func $03B3CE  base $03B3DC  kind=fallback_hybrid/offset_table
$03B6C8  in func $03B560  base $036932  kind=static_target
$03B6E4  in func $03B6D0  base $031A06  kind=static_target
$03B75C  in func $03B746  base $036932  kind=static_target
$03B850  in func $03B846  base $03B854  kind=in_function_switch targets=7
$03BBCC  in func $03BBC2  base $03BBD0  kind=in_function_switch targets=8
$03BEC6  in func $03BBC2  base $03BECA  kind=in_function_switch targets=3
$03C02E  in func $03BBC2  base $036932  kind=static_target
$03C1C4  in func $03C1B2  base $03C1C8  kind=in_function_switch targets=12
$03C2A4  in func $03C1B2  base $036932  kind=static_target
$03C348  in func $03C33E  base $03C34C  kind=in_function_switch targets=3
$03C42C  in func $03C33E  base $012EA6  kind=static_target
$03C43A  in func $03C33E  base $036932  kind=static_target
$03C454  in func $03C442  base $03C458  kind=in_function_switch targets=3
$03C506  in func $03C442  base $036932  kind=static_target
$03C5A0  in func $03C596  base $03C5A4  kind=in_function_switch targets=4
$03C62C  in func $03C596  base $036932  kind=static_target
